alert_id,expected_label,expected_campaign_id
n0f1a2b3-c4d5-e6f7-a8b9-c0d1e2f3a4b5,false_positive,
n9c0d1e2-f3a4-b5c6-d7e8-f9a0b1c2d3e5,false_positive,
n0c1d2e3-f4a5-b6c7-d8e9-f0a1b2c3d4e7,false_positive,
n8b9c0d1-e2f3-a4b5-c6d7-e8f9a0b1c2d4,false_positive,
c372a57c-0169-5247-9ca9-b6d5b74b3350,false_positive,
n1a2b3c4-d5e6-f7a8-b9c0-d1e2f3a4b5c8,false_positive,
n3c4d5e6-f7a8-b9c0-d1e2-f3a4b5c6d7e0,false_positive,
n5c6d7e8-f9a0-b1c2-d3e4-f5a6b7c8d9e1,false_positive,
n6f7a8b9-c0d1-e2f3-a4b5-c6d7e8f9a0b2,false_positive,
n8d9e0f1-a2b3-c4d5-e6f7-a8b9c0d1e2f4,false_positive,
n2d3e4f5-a6b7-c8d9-e0f1-a2b3c4d5e6f7,false_positive,
n1e2f3a4-b5c6-d7e8-f9a0-b1c2d3e4f5a6,false_positive,
n9e0f1a2-b3c4-d5e6-f7a8-b9c0d1e2f3a4,false_positive,
n4f5a6b7-c8d9-e0f1-a2b3-c4d5e6f7a8b9,false_positive,
n0f1a2b3-c4d5-e6f7-a8b9-c0d1e2f3a4b6,false_positive,
n2f3a4b5-c6d7-e8f9-a0b1-c2d3e4f5a6b8,false_positive,
n7a8b9c0-d1e2-f3a4-b5c6-d7e8f9a0b1c4,false_positive,
n3a4b5c6-d7e8-f9a0-b1c2-d3e4f5a6b7c9,false_positive,
n1c2d3e4-f5a6-b7c8-d9e0-f1a2b3c4d5e6,false_positive,
n8b9c0d1-e2f3-a4b5-c6d7-e8f9a0b1c2d3,false_positive,
450a2e03-066c-5609-af60-4c8c52b37854,false_positive,
n9a0b1c2-d3e4-f5a6-b7c8-d9e0f1a2b3c4,false_positive,
070f26cd-2ce7-5c25-9e51-953d96193ba6,false_positive,
n5a6b7c8-d9e0-f1a2-b3c4-d5e6f7a8b9c0,false_positive,
n0d1e2f3-a4b5-c6d7-e8f9-a0b1c2d3e4f5,false_positive,
n7e8f9a0-b1c2-d3e4-f5a6-b7c8d9e0f1a2,false_positive,
a1f2e8d4-9c3b-4a1e-8f7d-1a2b3c4d5e6f,in_campaign,campaing-a
b2e3f9d5-1d4c-5b2f-9e8d-2b3c4d5e6f7a,in_campaign,campaing-a
c3f4a0e6-2e5d-6c3a-0f9e-3c4d5e6f7a8b,in_campaign,campaing-a
d4e5b1f7-3f6e-7d4b-1a0f-4d5e6f7a8b9c,in_campaign,campaing-a
e5f6c2a8-4a7f-8e5c-2b1a-5e6f7a8b9c0d,in_campaign,campaing-a
f6a7d3b9-5b8a-9f6d-3c2b-6f7a8b9c0d1e,in_campaign,campaing-a
ba46e48e-b60b-5c79-a311-1d0bb2c5241a,in_campaign,campaing-a
b8c9f5d1-7d0c-1b8f-5e4d-8b9c0d1e2f3a,in_campaign,campaing-a
c9d0a6e2-8e1d-2c9a-6f5e-9c0d1e2f3a4b,in_campaign,campaing-a
d0e217b5-90da-547e-8225-19def24c34d9,in_campaign,campaing-a
e1f2c8a4-0a3f-4e1c-8b7a-1e2f3a4b5c6d,in_campaign,campaing-a
a3b4e0c6-2c5b-6a3e-0d9c-3a4b5c6d7e8f,in_campaign,campaing-a
f2a3d9b5-1b4a-5f2d-9c8b-2f3a4b5c6d7e,in_campaign,campaing-a
b4c5f1d7-3d6c-7b4f-1e0d-4b5c6d7e8f9a,in_campaign,campaing-a
c5d6a2e8-4e7d-8c5a-2f1e-5c6d7e8f9a0b,in_campaign,campaing-a
1a2b3c4d-5e6f-7a8b-9c0d-1e2f3a4b5c6d,in_campaign,campaing-b
2b3c4d5e-6f7a-8b9c-0d1e-2f3a4b5c6d7e,in_campaign,campaing-b
3c4d5e6f-7a8b-9c0d-1e2f-3a4b5c6d7e8f,in_campaign,campaing-b
4d5e6f7a-8b9c-0d1e-2f3a-4b5c6d7e8f9a,in_campaign,campaing-b
5e6f7a8b-9c0d-1e2f-3a4b-5c6d7e8f9a0b,in_campaign,campaing-b
6f7a8b9c-0d1e-2f3a-4b5c-6d7e8f9a0b1c,in_campaign,campaing-b
7a8b9c0d-1e2f-3a4b-5c6d-7e8f9a0b1c2d,in_campaign,campaing-b
8b9c0d1e-2f3a-4b5c-6d7e-8f9a0b1c2d3e,in_campaign,campaing-b
9c0d1e2f-3a4b-5c6d-7e8f-9a0b1c2d3e4f,in_campaign,campaing-b
0d1e2f3a-4b5c-6d7e-8f9a-0b1c2d3e4f5a,in_campaign,campaing-b
1e2f3a4b-5c6d-7e8f-9a0b-1c2d3e4f5a6b,in_campaign,campaing-b
2f3a4b5c-6d7e-8f9a-0b1c-2d3e4f5a6b7c,in_campaign,campaing-b
3a4b5c6d-7e8f-9a0b-1c2d-3e4f5a6b7c8d,in_campaign,campaing-b
4b5c6d7e-8f9a-0b1c-2d3e-4f5a6b7c8d9e,in_campaign,campaing-b
5c6d7e8f-9a0b-1c2d-3e4f-5a6b7c8d9e0f,in_campaign,campaing-b
